rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
188,"spotify:track:6Y46tOTRhkBamosyuWa6YX","ROSALÍA, The Weeknd","LA FAMA","Columbia",1,-1,470,"51589"
189,"spotify:track:24UStI5AYA7g5ufFDh3LH0","Fito y Fitipaldis","Por la boca vive el pez","DRO/Spain",148,199,149,"51490"
190,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",16,184,135,"51343"
191,"spotify:track:7rJ1eWSl8VIoKW9Qj7ImSU","Quevedo","DONDE QUIERO ESTAR","Quevedo",18,180,46,"51330"
192,"spotify:track:79Mko9WRph1VIsxiUom4zv","Myke Towers","Solo $exo","WEA Latina",52,111,22,"51269"
193,"spotify:track:57Ba26w9eoXx8BBUNgRNLV","Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön","La Forma en Que Me Miras","2020 Superiority | Powered by GLAD EMPIRE, LLC",55,196,338,"51083"
194,"spotify:track:3PpWCS95gDUDRPko3u1MZ9","Feid","Prohibidox","UMLE - Latino",21,-1,155,"51046"
195,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",33,-1,536,"50941"
196,"spotify:track:3jUDqkHatwtprUmZ8epP8P","KAROL G, Sech","DAÑAMOS LA AMISTAD","UMLE - Latino",66,139,12,"50740"
197,"spotify:track:4srcMdbm2qzVG98tJajHxp","Alejo, Feid, ROBI","Pantysito","UMLE - Latino",1,-1,350,"50738"
198,"spotify:track:1rEsfHhBFTuTPekF8M5O3f","TINI","La Triple T","5020 Records",113,198,90,"50387"
199,"spotify:track:1dTiGeFvkufOuEQtAKeK4z","Cano","Qué Bonita","WM Spain",79,195,151,"50361"
200,"spotify:track:24PUqZJcXUjByIybGftoHZ","Quevedo","LUCES AZULES","Quevedo",17,181,46,"50242"
