rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
187,"spotify:track:2mzDRrBn6M6rWX4bGzd1uQ","Chimbala","Feliz","Chimbala",17,-1,256,"53581"
188,"spotify:track:6Y46tOTRhkBamosyuWa6YX","ROSALÍA, The Weeknd","LA FAMA","Columbia",1,186,472,"53560"
189,"spotify:track:4srcMdbm2qzVG98tJajHxp","Alejo, Feid, ROBI","Pantysito","UMLE - Latino",1,199,352,"53535"
190,"spotify:track:17BqQS5Cj899fQR8e6gvk9","Omar Montes, Farruko","Patio de la Cárcel - Tangos","Sony Music Latin",13,184,105,"53511"
191,"spotify:track:6AQbmUe0Qwf5PZnt4HmTXv","PinkPantheress, Ice Spice","Boy's a liar Pt. 2","Warner Records",118,179,22,"53409"
192,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",33,192,538,"53344"
193,"spotify:track:6yCjU5j6YHbux2VQCBTTE1","Melendi","Tu jardín con enanitos","WM Spain",109,177,484,"53171"
194,"spotify:track:1XWpZ1v5Il3jli4SJjaKCf","India Martinez, Andy Rivera","5 SENTÍOS","Sony Music Entertainment",133,166,66,"53091"
195,"spotify:track:4YPb50baBdGc1qF8bCmZ13","Omar Montes, Jairo deRemache, Farruquito","La Llama del Amor - Riega Este Querer - Rumba/Alborea","Sony Music Latin",6,190,258,"52888"
196,"spotify:track:7KiA7XXnOE98FjEtN092EP","Cyril Kamer","Me Miras","22 Los Rebeldes distributed by Altafonte",196,-1,1,"52867"
197,"spotify:track:1dTiGeFvkufOuEQtAKeK4z","Cano","Qué Bonita","WM Spain",79,193,153,"52707"
198,"spotify:track:3SK45LddxlEkzI8OWO9Eyo","C. Tangana, Gipsy Kings, Nicolás Reyes, Tonino Baliardo","Ingobernable","Sony Music Entertainment",2,200,723,"52421"
199,"spotify:track:7k3qWn8D43a5ISa3x8lJux","Anuel AA","¿Qué Nos Pasó?","Real Hasta La Muerte, LLC",48,183,242,"52418"
200,"spotify:track:1rEsfHhBFTuTPekF8M5O3f","TINI","La Triple T","5020 Records",113,188,92,"52313"
