rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
186,"spotify:track:5yAIrkplUEpMNeojW8Q30o","KAROL G, Justin Quiles, Angel Dior","OJOS FERRARI","UMLE - Latino",62,146,9,"54033"
187,"spotify:track:5q2JbCNi4FcnglgPfxcV65","Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin","Sola (Remix)","Spiff TV, LLC / Real Hasta La Muerte, Inc.",10,-1,529,"53927"
188,"spotify:track:55oRR1s2W1xX2evrUCaOSb","La La Love You, Samuraï","El Principio de algo","Subterfuge Records",80,159,35,"53779"
189,"spotify:track:3pDhN3qB33AOPhQEkUCaWt","Daddy Yankee","Limbo","Capitol Latin",153,-1,7,"53772"
190,"spotify:track:505v13epFXodT9fVAJ6h8k","KAROL G","AMARGURA","UMLE - Latino",102,157,9,"53650"
191,"spotify:track:0QHEIqNKsMoOY5urbzN48u","Meghan Trainor","Made You Look","Epic",104,181,123,"53636"
192,"spotify:track:24UStI5AYA7g5ufFDh3LH0","Fito y Fitipaldis","Por la boca vive el pez","DRO/Spain",148,197,146,"53413"
193,"spotify:track:6ynErSDSlxqsxg0D3LJ8sK","Daviles de Novelda","Flamenco y Bachata","Sony Music Entertainment",2,-1,735,"53313"
194,"spotify:track:5cp1Nx2K3FUWIH6Rzt8u33","Omar Montes, Khaled, Kaydy Cain, Yung Beef","Si Tú Te Vas (feat. Yung Beef) - Remix","Sony Music Latin",6,-1,198,"53070"
195,"spotify:track:6Y46tOTRhkBamosyuWa6YX","ROSALÍA, The Weeknd","LA FAMA","Columbia",1,-1,469,"52720"
196,"spotify:track:559YUIWxUc8Mx4lsla13Ff","Mora, YOVNGCHIMI","MODELITO","Rimas Entertainment LLC",13,-1,61,"52542"
197,"spotify:track:0FDTPGlLjF8SGWSsHyzNBe","Rels B","pa quererte","DALE PLAY Records / Flakk Team",16,171,121,"52541"
198,"spotify:track:6PscyC1oeC9LRxWcw6YqDZ","Maka","Te Comía","Duende & Pureza S.L.",110,187,37,"52537"
199,"spotify:track:6JIC3hbC28JZKZ8AlAqX8h","Elton John, Dua Lipa, PNAU","Cold Heart - PNAU Remix","EMI",33,-1,535,"52389"
200,"spotify:track:2B4GHvToeLTOBB4QLzW3Ni","Farruko","Pepas","Sony Music Latin",1,-1,585,"52327"
