rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
188,"spotify:track:7rJ1eWSl8VIoKW9Qj7ImSU","Quevedo","DONDE QUIERO ESTAR","Quevedo",18,170,43,"57154"
189,"spotify:track:57Ba26w9eoXx8BBUNgRNLV","Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön","La Forma en Que Me Miras","2020 Superiority | Powered by GLAD EMPIRE, LLC",55,195,334,"56843"
190,"spotify:track:1XWpZ1v5Il3jli4SJjaKCf","India Martinez, Andy Rivera","5 SENTÍOS","Sony Music Entertainment",133,200,63,"56806"
191,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",16,179,132,"56802"
192,"spotify:track:2mzDRrBn6M6rWX4bGzd1uQ","Chimbala","Feliz","Chimbala",17,-1,254,"56561"
193,"spotify:track:4srcMdbm2qzVG98tJajHxp","Alejo, Feid, ROBI","Pantysito","UMLE - Latino",1,191,348,"56429"
194,"spotify:track:4fYte8ZvTK14NEhAOZocBi","OneRepublic","I Ain't Worried","Interscope Records",96,193,178,"56043"
195,"spotify:track:1rEsfHhBFTuTPekF8M5O3f","TINI","La Triple T","5020 Records",113,-1,86,"55972"
196,"spotify:track:3PpWCS95gDUDRPko3u1MZ9","Feid","Prohibidox","UMLE - Latino",21,198,154,"55942"
197,"spotify:track:24UStI5AYA7g5ufFDh3LH0","Fito y Fitipaldis","Por la boca vive el pez","DRO/Spain",148,-1,145,"55852"
198,"spotify:track:1dTiGeFvkufOuEQtAKeK4z","Cano","Qué Bonita","WM Spain",79,176,148,"55814"
199,"spotify:track:2DB4DdfCFMw1iaR6JaR03a","Camila Cabello, Ed Sheeran","Bam Bam (feat. Ed Sheeran)","Epic",28,186,362,"55791"
200,"spotify:track:2XIc1pqjXV3Cr2BQUGNBck","Bad Bunny, ROSALÍA","LA NOCHE DE ANOCHE","Rimas Entertainment LLC",2,187,727,"55549"
